,Model,Year,Fuel Type,City MPG,Highway MPG,Combined MPG,Annual Fuel Cost,Annual Consumption (Barrels),Highway Electricity Consumption,City Electricity Consumption,Combined Electricity Consumption,Vehicle Class,YouSaveOrSpend,AlternativeVehicleType
1668,Bmw 650I Gran Coupe,2019,Premium,18.0,26.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Compact Cars,-6750.0,
1684,Bmw 650I Xdrive Gran Coupe,2019,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Compact Cars,-7500.0,
1694,Bmw 740I,2019,Premium,21.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Large Cars,-4500.0,
1700,Bmw 740I Xdrive,2019,Premium,20.0,29.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Large Cars,-5250.0,
1736,Bmw 750I,2019,Premium,18.0,26.0,21.0,3250.0,14.1671,0.0,0.0,0.0,Large Cars,-6750.0,
1746,Bmw 750I Xdrive,2019,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Large Cars,-7500.0,
1818,Bmw Alpina B6 Xdrive Gran Coupe,2019,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Compact Cars,-7500.0,
1845,Bmw Alpina B7 Xdrive,2019,Premium,17.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Large Cars,-7500.0,
1853,Bmw I3,2019,Electricity,124.0,102.0,113.0,650.0,0.072,33.09,27.1,29.79,Subcompact Cars,6250.0,EV
1862,Bmw I3S,2019,Electricity,124.0,102.0,113.0,650.0,0.072,33.09,27.1,29.79,Subcompact Cars,6250.0,EV
1925,Bmw M2 Competition,2019,Premium,17.5,24.0,19.5,3475.0,15.267,0.0,0.0,0.0,Subcompact Cars,-7875.0,
1946,Bmw M240I Convertible,2019,Premium,19.5,28.5,22.5,3025.0,13.2817,0.0,0.0,0.0,Subcompact Cars,-5625.0,
1951,Bmw M240I Coupe,2019,Premium,19.5,28.5,22.5,3025.0,13.2817,0.0,0.0,0.0,Subcompact Cars,-5625.0,
1956,Bmw M240I Coupe M Performance,2019,Premium,19.5,28.5,22.5,3025.0,13.2817,0.0,0.0,0.0,Subcompact Cars,-5625.0,
1960,Bmw M240I Xdrive Convertible,2019,Premium,21.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Subcompact Cars,-4500.0,
1965,Bmw M240I Xdrive Coupe,2019,Premium,21.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Subcompact Cars,-4500.0,
1971,Bmw M240I Xdrive Coupe M Performance,2019,Premium,21.0,30.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Subcompact Cars,-4500.0,
2034,Bmw M4 Convertible,2019,Premium,16.5,23.5,19.5,3475.0,15.267,0.0,0.0,0.0,Subcompact Cars,-7875.0,
2036,Bmw M4 Convertible Competition,2019,Premium,16.5,23.5,19.5,3475.0,15.267,0.0,0.0,0.0,Subcompact Cars,-7875.0,
2042,Bmw M4 Coupe,2019,Premium,17.5,24.0,19.5,3475.0,15.267,0.0,0.0,0.0,Compact Cars,-7875.0,
2048,Bmw M4 Coupe Competition,2019,Premium,17.5,24.0,19.5,3475.0,15.267,0.0,0.0,0.0,Compact Cars,-7875.0,
2050,Bmw M4 Cs,2019,Premium,17.0,23.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Compact Cars,-8250.0,
2069,Bmw M5,2019,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Midsize Cars,-10500.0,
2072,Bmw M5 Competition,2019,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Midsize Cars,-10500.0,
2081,Bmw M550I Xdrive,2019,Premium,18.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Midsize Cars,-7500.0,
2113,Bmw M6 Gran Coupe,2019,Premium,14.5,21.0,16.5,4125.0,18.0475,0.0,0.0,0.0,Compact Cars,-11125.0,
2116,Bmw M760I Xdrive,2019,Premium,13.0,20.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Large Cars,-11750.0,
2139,Bmw M850I Xdrive Convertible,2019,Premium,17.0,26.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Subcompact Cars,-7500.0,
2145,Bmw M850I Xdrive Coupe,2019,Premium,18.0,25.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Subcompact Cars,-7500.0,
2162,Bmw X1 Sdrive28I,2019,Premium,23.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Large Cars,-3500.0,
2172,Bmw X1 Xdrive28I,2019,Premium,22.0,31.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Large Cars,-4000.0,
2180,Bmw X2 M35I,2019,Premium,23.0,29.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Midsize Cars,-4000.0,
2186,Bmw X2 Sdrive28I,2019,Premium,23.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Midsize Cars,-3500.0,
2192,Bmw X2 Xdrive28I,2019,Premium,21.0,31.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Midsize Cars,-4000.0,
2214,Bmw X3 M40I,2019,Premium,20.0,27.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-5250.0,
2220,Bmw X3 Sdrive30I,2019,Premium,23.0,30.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-3500.0,
2236,Bmw X3 Xdrive30I,2019,Premium,22.0,29.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-4000.0,
2262,Bmw X4 M40I,2019,Premium,20.0,27.0,23.0,2950.0,12.9352,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-5250.0,
2269,Bmw X4 Xdrive30I,2019,Premium,22.0,29.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-4000.0,
2326,Bmw X5 Xdrive40I,2019,Premium,20.0,26.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-6000.0,
2338,Bmw X5 Xdrive50I,2019,Premium,17.0,22.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-8250.0,
2349,Bmw X6 M,2019,Premium,14.0,19.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-11750.0,
2366,Bmw X6 Sdrive35I,2019,Premium,18.0,24.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-7500.0,
2379,Bmw X6 Xdrive35I,2019,Premium,18.0,24.0,20.0,3400.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-7500.0,
2392,Bmw X6 Xdrive50I,2019,Premium,17.0,22.0,19.0,3550.0,15.6584,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-8250.0,
2399,Bmw X7 Xdrive40I,2019,Premium,20.0,25.0,22.0,3100.0,13.5232,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-6000.0,
2401,Bmw X7 Xdrive50I,2019,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-10500.0,
2440,Bmw Z4 Sdrive30I,2019,Premium,25.0,32.0,28.0,2400.0,10.6254,0.0,0.0,0.0,Two Seaters,-2500.0,
2465,Bugatti Chiron,2019,Premium,9.0,14.0,11.0,6150.0,27.0464,0.0,0.0,0.0,Two Seaters,-21250.0,
2488,Buick Cascada,2019,Premium,21.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Subcompact Cars,-4500.0,
2506,Buick Enclave Awd,2019,Regular,17.0,25.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-4000.0,
2523,Buick Enclave Fwd,2019,Regular,18.0,26.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-3250.0,
2535,Buick Encore,2019,Regular,25.5,30.5,27.5,1950.0,10.8221,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-250.0,
2542,Buick Encore Awd,2019,Regular,24.5,29.5,26.5,2025.0,11.2308,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-625.0,
2562,Buick Envision Awd,2019,Premium,20.5,26.0,23.0,2675.0,12.9597,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-3875.0,
2569,Buick Envision Fwd,2019,Regular,22.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-1250.0,
2583,Buick Lacrosse,2019,Regular,20.0,30.0,24.0,2250.0,12.3962,0.0,0.0,0.0,Midsize Cars,-1750.0,
2592,Buick Lacrosse Awd,2019,Regular,20.0,29.0,23.0,2350.0,12.9352,0.0,0.0,0.0,Midsize Cars,-2250.0,
2639,Buick Regal,2019,Premium,22.0,32.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Midsize Cars,-3500.0,
2646,Buick Regal Awd,2019,Regular,20.0,28.0,23.0,2625.0,12.9597,0.0,0.0,0.0,Midsize Cars,-3625.0,
2649,Buick Regal Tourx Awd,2019,Premium,21.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Small Station Wagons,-4500.0,
2691,Cadillac Ats,2019,Regular,20.5,29.5,24.0,2525.0,12.4178,0.0,0.0,0.0,Compact Cars,-3125.0,
2698,Cadillac Ats Awd,2019,Premium,19.5,27.5,22.5,2675.0,13.2817,0.0,0.0,0.0,Compact Cars,-3875.0,
2702,Cadillac Ats-V,2019,Premium,16.5,24.0,19.5,3475.0,15.267,0.0,0.0,0.0,Compact Cars,-7875.0,
2748,Cadillac Ct6,2019,Premium,24.0,34.0,28.0,2400.0,10.6254,0.0,0.0,0.0,Large Cars,-2500.0,
2752,Cadillac Ct6 Awd,2019,Regular,16.67,26.0,19.67,3266.67,15.2783,0.0,0.0,0.0,Large Cars,-6833.33,
2769,Cadillac Cts,2019,Premium,19.0,27.67,22.33,2866.67,13.498,0.0,0.0,0.0,Midsize Cars,-4833.33,
2779,Cadillac Cts Awd,2019,Premium,19.5,27.5,22.5,2675.0,13.2817,0.0,0.0,0.0,Midsize Cars,-3875.0,
2805,Cadillac Cts-V,2019,Premium,14.0,21.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Midsize Cars,-11750.0,
2838,Cadillac Escalade 2Wd,2019,Premium,14.0,23.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-10500.0,
2848,Cadillac Escalade 4Wd,2019,Premium,14.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-10500.0,
2974,Cadillac Xt4 Awd,2019,Premium,22.0,29.0,24.0,2800.0,12.3962,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-4500.0,
2980,Cadillac Xt4 Fwd,2019,Premium,24.0,30.0,26.0,2600.0,11.4427,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-3500.0,
2988,Cadillac Xt5,2019,Regular,19.0,26.0,22.0,2450.0,13.5232,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-2750.0,
2991,Cadillac Xt5 Awd,2019,Regular,18.0,25.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-3250.0,
3034,Cadillac Xts,2019,Regular,19.0,28.0,22.0,2450.0,13.5232,0.0,0.0,0.0,Large Cars,-2750.0,
3041,Cadillac Xts Awd,2019,Premium,16.5,24.5,19.0,3225.0,15.7019,0.0,0.0,0.0,Large Cars,-6625.0,
3048,Cadillac Xts Hearse,2019,Regular,15.0,21.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-6250.0,
3055,Cadillac Xts Limo,2019,Regular,15.0,21.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-6250.0,
3136,Chevrolet Blazer Awd,2019,Regular,18.0,25.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-3250.0,
3142,Chevrolet Blazer Fwd,2019,Regular,21.0,26.5,23.0,2350.0,12.9597,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-2250.0,
3152,Chevrolet Bolt Ev,2019,Electricity,128.0,110.0,119.0,600.0,0.0672,30.59,26.43,28.3,Small Station Wagons,6500.0,EV
3169,Chevrolet Camaro,2019,Premium,17.0,26.12,20.12,3281.25,15.1196,0.0,0.0,0.0,Subcompact Cars,-6906.25,
3225,Chevrolet Colorado 2Wd,2019,Regular,19.33,25.67,21.33,2533.33,13.974,0.0,0.0,0.0,Small Pickup Trucks 2WD,-3166.67,
3243,Chevrolet Colorado 4Wd,2019,Regular,18.0,24.0,20.0,2700.0,14.9128,0.0,0.0,0.0,Small Pickup Trucks 4WD,-4000.0,
3253,Chevrolet Colorado Cab Chassis 2Wd,2019,Regular,15.0,15.0,15.0,3600.0,19.834,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-8500.0,
3288,Chevrolet Colorado Zr2 4Wd,2019,Regular,16.0,18.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Small Pickup Trucks 4WD,-6250.0,
3311,Chevrolet Corvette,2019,Premium,15.5,25.0,18.5,3650.0,16.0934,0.0,0.0,0.0,Two Seaters,-8750.0,
3317,Chevrolet Corvette Z06,2019,Premium,14.5,22.5,17.0,4000.0,17.5006,0.0,0.0,0.0,Two Seaters,-10500.0,
3322,Chevrolet Corvette Zr1,2019,Premium,12.5,19.5,15.0,4500.0,19.834,0.0,0.0,0.0,Two Seaters,-13000.0,
3331,Chevrolet Cruze,2019,Regular,29.0,38.0,32.5,1675.0,9.1563,0.0,0.0,0.0,Compact Cars,1125.0,
3339,Chevrolet Cruze Hatchback,2019,Regular,28.0,38.0,32.0,1700.0,9.2972,0.0,0.0,0.0,Midsize Cars,1000.0,
3345,Chevrolet Cruze Premier,2019,Regular,28.0,38.0,32.0,1700.0,9.2972,0.0,0.0,0.0,Compact Cars,1000.0,
3348,Chevrolet Cruze Premier Hatchback,2019,Regular,28.0,37.0,31.0,1750.0,9.5971,0.0,0.0,0.0,Midsize Cars,750.0,
3366,Chevrolet Equinox Awd,2019,Regular,23.5,29.0,25.5,2400.0,11.7076,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-2500.0,
3386,Chevrolet Equinox Fwd,2019,Premium,24.0,30.5,26.5,2300.0,11.2629,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-2000.0,
3496,Chevrolet Impala,2019,Regular,19.67,28.33,23.0,2350.0,12.9823,0.0,0.0,0.0,Large Cars,-2250.0,FFV
3528,Chevrolet Malibu,2019,Premium,25.5,34.0,29.0,2150.0,10.3699,0.0,0.0,0.0,Midsize Cars,-1250.0,
3609,Chevrolet Silverado C10 2Wd,2019,Regular,17.0,21.67,18.5,2925.0,16.2005,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-5125.0,FFV
3610,Chevrolet Silverado C10 Cab Chassis 2Wd,2019,Regular,14.5,19.0,16.5,3250.0,18.0475,0.0,0.0,0.0,Special Purpose Vehicle 2WD,-6750.0,
3611,Chevrolet Silverado C10 Xfe 2Wd,2019,Regular,17.0,24.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4750.0,
3646,Chevrolet Silverado K10 4Wd,2019,Regular,16.29,20.57,17.71,3171.43,16.8798,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-6357.14,FFV
3647,Chevrolet Silverado K10 4Wd Trailboss,2019,Regular,14.33,18.67,16.33,3283.33,18.2298,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-6916.67,
3648,Chevrolet Silverado K10 Cab Chassis 4Wd,2019,Regular,14.0,17.0,15.0,3600.0,19.834,0.0,0.0,0.0,Special Purpose Vehicle 4WD,-8500.0,
3665,Chevrolet Silverado Ld C15 2Wd,2019,Regular,15.0,22.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-6250.0,
3666,Chevrolet Silverado Ld K15 4Wd,2019,Regular,15.0,21.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-6250.0,
3678,Chevrolet Sonic,2019,Regular,26.5,36.0,30.0,1800.0,9.928,0.0,0.0,0.0,Compact Cars,500.0,
3687,Chevrolet Sonic 5,2019,Regular,26.0,34.5,29.0,1850.0,10.259,0.0,0.0,0.0,Small Station Wagons,250.0,
3702,Chevrolet Spark,2019,Regular,29.5,38.0,33.0,1650.0,9.0155,0.0,0.0,0.0,Subcompact Cars,1250.0,
3708,Chevrolet Spark Activ,2019,Regular,29.5,37.0,32.5,1675.0,9.1563,0.0,0.0,0.0,Subcompact Cars,1125.0,
3770,Chevrolet Suburban C1500 2Wd,2019,Regular,14.67,22.33,17.67,3333.33,16.8524,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-7166.67,FFV
3777,Chevrolet Suburban K1500 4Wd,2019,Gasoline or E85,14.0,20.67,16.0,3650.0,18.5944,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-8750.0,FFV
3822,Chevrolet Tahoe C1500 2Wd,2019,Regular,14.67,22.33,17.67,3333.33,16.8524,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-7166.67,FFV
3829,Chevrolet Tahoe K1500 4Wd,2019,Gasoline or E85,14.67,21.33,17.0,3433.33,17.5006,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-7666.67,FFV
3913,Chevrolet Traverse Awd,2019,Regular,17.0,25.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-4000.0,
3928,Chevrolet Traverse Fwd,2019,Regular,19.0,26.5,21.5,2825.0,13.8452,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-4625.0,
3937,Chevrolet Trax,2019,Regular,26.0,31.0,28.0,1900.0,10.6254,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,0.0,
3943,Chevrolet Trax Awd,2019,Regular,24.0,29.0,26.0,2050.0,11.4427,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-750.0,
4020,Chrysler 300,2019,Regular,18.0,28.33,21.67,2666.67,13.843,0.0,0.0,0.0,Large Cars,-3833.33,FFV
4037,Chrysler 300 Awd,2019,Regular,18.0,27.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Large Cars,-3250.0,FFV
4083,Chrysler Pacifica,2019,Regular,18.5,28.0,22.0,2450.0,13.5232,0.0,0.0,0.0,Minivan - 2WD,-2750.0,
4239,Dodge Challenger,2019,Regular,15.8,25.0,19.0,3430.0,15.8302,0.0,0.0,0.0,Midsize Cars,-7650.0,
4250,Dodge Challenger Gt,2019,Regular,18.0,27.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Midsize Cars,-3250.0,
4253,Dodge Challenger Srt,2019,Premium,13.0,21.5,16.0,4250.0,18.5944,0.0,0.0,0.0,Midsize Cars,-11750.0,
4285,Dodge Charger,2019,Regular,17.25,27.25,20.75,2937.5,14.5143,0.0,0.0,0.0,Large Cars,-5187.5,FFV
4302,Dodge Charger Awd,2019,Regular,18.0,27.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Large Cars,-3250.0,
4309,Dodge Charger Srt,2019,Premium,13.0,22.0,16.0,4250.0,18.5944,0.0,0.0,0.0,Large Cars,-11750.0,
4389,Dodge Durango Awd,2019,Regular,16.0,23.5,19.0,3125.0,15.8339,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-6125.0,
4399,Dodge Durango Rwd,2019,Regular,16.5,24.0,19.0,3125.0,15.8339,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-6125.0,
4405,Dodge Durango Srt Awd,2019,Premium,13.0,19.0,15.0,4500.0,19.834,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-13000.0,
4419,Dodge Grand Caravan,2019,Gasoline or E85,17.0,25.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Minivan - 2WD,-4000.0,FFV
4431,Dodge Journey,2019,Regular,18.0,25.0,20.0,2700.0,14.9128,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-4000.0,FFV
4445,Dodge Journey Awd,2019,Regular,16.0,24.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-4750.0,
4573,Ferrari 488 Gtb,2019,Premium,15.5,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Two Seaters,-9250.0,
4574,Ferrari 488 Pista,2019,Premium,15.0,20.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Two Seaters,-10500.0,
4576,Ferrari 488 Pista Spider,2019,Premium,15.0,19.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Two Seaters,-10500.0,
4581,Ferrari 488 Spider,2019,Premium,15.5,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Two Seaters,-9250.0,
4611,Ferrari 812 Superfast,2019,Premium,12.0,16.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Two Seaters,-16500.0,
4655,Ferrari Gtc4Lusso,2019,Premium,12.0,17.0,13.0,5200.0,22.8854,0.0,0.0,0.0,Minicompact Cars,-16500.0,
4658,Ferrari Gtc4Lusso T,2019,Premium,15.0,21.0,17.0,4000.0,17.5006,0.0,0.0,0.0,Minicompact Cars,-10500.0,
4662,Ferrari Portofino,2019,Premium,16.0,22.0,18.0,3750.0,16.5283,0.0,0.0,0.0,Minicompact Cars,-9250.0,
4676,Fiat 124 Spider,2019,Premium,25.5,35.5,29.5,2300.0,10.088,0.0,0.0,0.0,Two Seaters,-2000.0,
4685,Fiat 500,2019,Premium,26.0,32.5,28.5,2375.0,10.4679,0.0,0.0,0.0,Minicompact Cars,-2375.0,
4693,Fiat 500 Abarth,2019,Premium,26.0,32.5,28.5,2375.0,10.4679,0.0,0.0,0.0,Minicompact Cars,-2375.0,
4700,Fiat 500 L,2019,Premium,22.0,30.0,25.0,2700.0,11.9004,0.0,0.0,0.0,Small Station Wagons,-4000.0,
4714,Fiat 500E,2019,Electricity,121.0,103.0,112.0,650.0,0.072,32.58,27.85,29.98,Minicompact Cars,6250.0,EV
4715,Fiat 500X Awd,2019,Regular,24.0,30.0,26.0,2050.0,11.4427,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-750.0,
4814,Ford Ecosport Awd,2019,Regular,23.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-1250.0,
4819,Ford Ecosport Fwd,2019,Regular,27.0,29.0,28.0,1900.0,10.6254,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,0.0,
4834,Ford Edge Awd,2019,Regular,20.0,27.0,22.0,2450.0,13.5512,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-2750.0,
4852,Ford Edge Fwd,2019,Regular,22.0,29.0,25.0,2150.0,11.9004,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-1250.0,
4880,Ford Escape Awd,2019,Regular,21.5,27.5,23.5,2300.0,12.6657,0.0,0.0,0.0,Small Sport Utility Vehicle 4WD,-2000.0,
4899,Ford Escape Fwd,2019,Regular,22.0,29.33,25.0,2150.0,11.9131,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-1250.0,
4909,Ford Escape Fwd Ffv,2019,Gasoline or E85,21.0,29.0,24.0,2250.0,12.3962,0.0,0.0,0.0,Small Sport Utility Vehicle 2WD,-1750.0,FFV
4930,Ford Expedition 2Wd,2019,Regular,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-4000.0,
4953,Ford Expedition 4Wd,2019,Regular,17.0,22.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-4750.0,
4972,Ford Expedition Max 2Wd,2019,Regular,17.0,23.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-4750.0,
4976,Ford Expedition Max 4Wd,2019,Regular,16.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-5500.0,
5003,Ford Explorer 2Wd Ffv,2019,Gasoline or E85,17.0,24.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-4000.0,FFV
5027,Ford Explorer Awd,2019,Regular,16.67,23.0,19.33,2800.0,15.4513,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-4500.0,
5038,Ford Explorer Awd Ffv,2019,Gasoline or E85,16.0,22.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Standard Sport Utility Vehicle 4WD,-5500.0,FFV
5051,Ford Explorer Fwd,2019,Regular,18.0,25.5,21.0,2575.0,14.1993,0.0,0.0,0.0,Standard Sport Utility Vehicle 2WD,-3375.0,
5099,Ford F150 2.7L 2Wd Gvwr>6649 Lbs,2019,Regular,19.0,25.0,21.0,2550.0,14.1671,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-3250.0,
5103,Ford F150 2.7L 4Wd Gvwr>6799 Lbs,2019,Regular,18.0,23.0,20.0,2700.0,14.8755,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-4000.0,
5107,Ford F150 2Wd Base Payload Lt Tire,2019,Regular,18.0,23.5,20.0,2700.0,14.9128,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4000.0,
5109,Ford F150 2Wd Ffv Base Payload Lt,2019,Gasoline or E85,17.5,22.5,19.5,2775.0,15.3477,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4375.0,FFV
5114,Ford F150 3.5L 2Wd Gvwr>7599 Lbs,2019,Regular,17.0,21.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4750.0,
5118,Ford F150 3.5L 4Wd Gvwr>7599 Lbs,2019,Regular,16.0,21.0,18.0,3000.0,16.5283,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-5500.0,
5122,Ford F150 4Wd Base Payload Lt Tire,2019,Regular,17.0,22.5,19.0,2850.0,15.7019,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-4750.0,
5124,Ford F150 4Wd Ffv Base Payload Lt,2019,Gasoline or E85,16.0,21.0,18.0,3000.0,16.5795,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-5500.0,FFV
5129,Ford F150 5.0L 2Wd Ffv Gvwr>7599 Lbs,2019,Gasoline or E85,15.0,20.0,17.0,3150.0,17.5006,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-6250.0,FFV
5135,Ford F150 5.0L 4Wd Ffv Gvwr>7599 Lbs,2019,Gasoline or E85,14.0,19.0,16.0,3350.0,18.5944,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-7250.0,FFV
5177,Ford F150 Pickup 2Wd,2019,Regular,19.0,25.5,21.5,2500.0,13.8452,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-3000.0,
5196,Ford F150 Pickup 2Wd Ffv,2019,Gasoline or E85,18.0,24.0,20.5,2650.0,14.5908,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-3750.0,FFV
5201,Ford F150 Pickup 2Wd Limited,2019,Regular,17.0,22.0,19.0,2850.0,15.6584,0.0,0.0,0.0,Standard Pickup Trucks 2WD,-4750.0,
5222,Ford F150 Pickup 4Wd,2019,Regular,18.0,23.5,20.0,2700.0,14.9128,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-4000.0,
5240,Ford F150 Pickup 4Wd Ffv,2019,Gasoline or E85,17.0,22.5,19.0,2850.0,15.7019,0.0,0.0,0.0,Standard Pickup Trucks 4WD,-4750.0,FFV
